"","Age","Gender","Education.Level","Job.Title","Years.of.Experience","Salary","Country","Race","Senior"
"3702",36,"Female",2,"Marketing Coordinator",8,85000,"Canada","White",0
"3703",31,"Male",1,"Operations Manager",5,70000,"China","White",0
"3704",27,"Female",2,"Human Resources Coordinator",NA,50000,"Australia","Asian",0
"3705",42,"Male",3,"Data Scientist",13,140000,"USA","African American",0
"3706",34,"Female",1,"Human Resources Manager",NA,75000,"China","Korean",0
"3707",28,"Male",0,"Sales Associate",2,35000,"UK","White",0
"3708",39,"Female",2,"Marketing Manager",10,110000,"China","Chinese",0
"3709",31,"Male",1,"NaN",4,65000,"UK","Mixed",0
"3710",45,"Male",3,"Data Scientist",18,180000,"China","White",0
"3711",25,"Female",1,"Software Developer",1,35000,"USA","Asian",0
"3712",40,"Female",2,"NaN",11,120000,"Canada","Asian",0
"3713",33,"Male",1,"Operations Manager",6,75000,"Australia","Asian",0
"3714",29,"Female",0,"Sales Associate",1,30000,"Australia","Asian",0
"3715",44,"Male",3,"Data Scientist",16,160000,"China","White",0
"3716",26,"Male",1,"Software Developer",3,60000,"Australia","Asian",0
"3717",36,"Female",2,"Marketing Coordinator",8,85000,"Canada","White",0
"3718",31,"Male",1,"Operations Manager",5,70000,"USA","African American",0
"3719",27,"Female",2,"Human Resources Coordinator",3,50000,"Canada","White",0
"3720",42,"Male",3,"Data Scientist",13,140000,"USA","White",0
"3721",34,"Female",1,"Human Resources Manager",6,75000,"UK","White",0
"3722",28,"Male",0,"Sales Associate",2,35000,"Australia","Australian",0
"3723",39,"Female",2,"Marketing Manager",10,110000,"China","White",0
"3724",31,"Male",1,"Software Engineer",4,65000,"China","White",0
"3725",45,"Male",3,"Data Scientist",18,180000,"Canada","White",0
"3726",25,"Female",1,"Software Developer",1,35000,"UK","Mixed",0
"3727",40,"Female",2,"Human Resources Manager",11,120000,"Canada","White",0
"3728",33,"Male",1,"Operations Manager",6,75000,"USA","White",0
"3729",29,"Female",0,"Sales Associate",1,30000,"China","White",0
"3730",44,"Male",3,"Data Scientist",NA,160000,"Australia","Australian",0
"3731",26,"Male",1,"Software Developer",3,60000,"USA","African American",0
"3732",36,"Female",2,"Marketing Coordinator",NA,85000,"Australia","Australian",0
"3733",31,"Male",1,"Operations Manager",NA,70000,"Canada","White",0
"3734",27,"Female",2,"Human Resources Coordinator",NA,50000,"UK","Welsh",0
"3735",42,"Male",3,"Data Scientist",13,140000,"USA","African American",0
"3736",34,"Female",1,"Human Resources Manager",NA,75000,"Australia","Australian",0
"3737",28,"Male",0,"NaN",2,35000,"UK","Welsh",0
"3738",39,"Female",2,"Marketing Manager",10,NA,"Australia","White",0
"3739",31,"Male",1,"Software Engineer",4,65000,"Australia","Australian",0
"3740",45,"Male",3,"Data Scientist",18,180000,"Canada","Black",0
"3741",25,"Female",1,"Software Developer",1,35000,"Canada","Black",0
"3742",40,"Female",2,"Human Resources Manager",11,120000,"China","White",0
"3743",33,"Male",1,"Operations Manager",6,75000,"Australia","Australian",0
"3744",29,"Female",0,"Sales Associate",1,30000,"UK","Welsh",0
"3745",44,"Male",3,"Data Scientist",16,160000,"UK","White",0
"3746",26,"Male",1,"Software Developer",3,60000,"Australia","White",0
"3747",27,"Male",1,"Software Engineer",3,60000,"UK","Asian",0
"3748",38,"Female",2,"Marketing Manager",9,1e+05,"UK","Welsh",0
"3749",44,"Male",3,"Data Scientist",NA,150000,"USA","Asian",0
"3750",30,"Female",1,"Human Resources Coordinator",4,55000,"Canada","Asian",0
"3751",23,"Male",0,"Sales Associate",NA,30000,"Canada","Asian",0
"3752",28,"Female",2,"Software Developer",NA,NA,"China","Chinese",0
"3753",34,"Male",1,"NaN",8,90000,"China","White",0
"3754",25,"Female",2,"Marketing Coordinator",2,40000,"Canada","Black",0
"3755",41,"Male",3,"Data Scientist",12,130000,"USA","White",0
"3756",33,"Female",1,"Human Resources Manager",NA,75000,"USA","Hispanic",0
"3757",26,"Male",0,"NaN",NA,NA,"Australia","Asian",0
"3758",37,"Female",2,"Marketing Manager",NA,110000,"China","White",0
"3759",29,"Male",1,"NaN",4,65000,"Canada","White",0
"3760",46,"Male",3,"Data Scientist",18,180000,"UK","White",0
"3761",26,"Female",1,"Software Developer",1,35000,"USA","Hispanic",0
"3762",39,"Female",2,"Human Resources Manager",11,120000,"USA","White",0
"3763",32,"Male",1,"Operations Manager",NA,75000,"China","White",0
"3764",28,"Female",0,"Sales Associate",1,30000,"USA","Hispanic",0
"3765",43,"Male",3,"Data Scientist",NA,160000,"Australia","Asian",0
"3766",27,"Male",1,"Software Developer",3,60000,"Canada","Asian",0
"3767",35,"Female",2,"Marketing Coordinator",8,85000,"UK","Welsh",0
"3768",30,"Male",1,"Operations Manager",NA,70000,"USA","Asian",0
"3769",26,"Female",2,"NaN",3,50000,"USA","African American",0
"3770",41,"Male",3,"Data Scientist",13,140000,"UK","Welsh",0
"3771",33,"Female",1,"Human Resources Manager",6,75000,"UK","White",0
"3772",27,"Male",0,"Sales Associate",2,35000,"China","White",0
"3773",38,"Female",2,"Marketing Manager",10,110000,"USA","White",0
"3774",29,"Male",1,"Software Engineer",4,65000,"Canada","Asian",0
"3775",46,"Male",3,"NaN",18,180000,"Canada","White",0
"3776",26,"Female",1,"Software Developer",1,NA,"Australia","White",0
"3777",39,"Female",2,"Human Resources Manager",11,120000,"USA","White",0
"3778",32,"Male",1,"Operations Manager",NA,75000,"China","Chinese",0
"3779",28,"Female",0,"Sales Associate",1,30000,"China","Chinese",0
"3780",43,"Male",3,"Data Scientist",16,160000,"Australia","Australian",0
"3781",27,"Male",1,"Software Developer",3,60000,"UK","Welsh",0
"3782",35,"Female",2,"Marketing Coordinator",8,85000,"USA","Asian",0
"3783",30,"Male",1,"Operations Manager",5,70000,"USA","African American",0
"3784",26,"Female",2,"Human Resources Coordinator",3,50000,"UK","Welsh",0
"3785",41,"Male",3,"Data Scientist",13,140000,"USA","Hispanic",0
"3786",33,"Female",1,"Human Resources Manager",6,75000,"USA","Asian",0
"3787",27,"Male",0,"NaN",2,35000,"USA","African American",0
"3788",38,"Female",2,"Marketing Manager",10,110000,"USA","African American",0
"3789",29,"Male",1,"Software Engineer",4,65000,"UK","Mixed",0
"3790",46,"Male",3,"Data Scientist",NA,180000,"Canada","Black",0
"3791",26,"Female",1,"Software Developer",1,NA,"China","Chinese",0
"3792",39,"Female",2,"Human Resources Manager",NA,120000,"USA","African American",0
"3793",32,"Male",1,"Operations Manager",6,75000,"UK","Welsh",0
"3794",28,"Female",0,"Sales Associate",1,30000,"China","White",0
"3795",43,"Male",3,"Data Scientist",16,160000,"Canada","White",0
"3796",27,"Male",1,"Software Developer",3,60000,"China","Korean",0
"3797",35,"Female",2,"Marketing Coordinator",8,85000,"China","Korean",0
"3798",30,"Male",1,"Operations Manager",5,70000,"UK","Mixed",0
"3799",26,"Female",2,"Human Resources Coordinator",3,50000,"USA","Asian",0
"3800",41,"Male",3,"Data Scientist",NA,140000,"UK","Welsh",0
"3801",33,"Female",1,"Human Resources Manager",6,75000,"Australia","Australian",0
"3802",27,"Male",0,"Sales Associate",2,35000,"USA","White",0
"3803",38,"Female",2,"Marketing Manager",10,110000,"Australia","Australian",0
"3804",29,"Male",1,"Software Engineer",4,NA,"Canada","Asian",0
"3805",46,"Male",3,"Data Scientist",18,180000,"UK","Welsh",0
"3806",26,"Female",1,"NaN",1,35000,"Australia","Asian",0
"3807",39,"Female",2,"Human Resources Manager",11,120000,"Canada","Asian",0
"3808",32,"Male",1,"Operations Manager",6,75000,"China","Chinese",0
"3809",28,"Female",0,"Sales Associate",1,30000,"China","Chinese",0
"3810",43,"Male",3,"Data Scientist",NA,160000,"Canada","Asian",0
"3811",27,"Male",1,"Software Developer",NA,60000,"China","White",0
"3812",35,"Female",2,"Marketing Coordinator",8,85000,"Canada","Black",0
"3813",30,"Male",1,"Operations Manager",5,70000,"Canada","White",0
"3814",26,"Female",2,"Human Resources Coordinator",3,50000,"China","Korean",0
"3815",41,"Male",3,"Data Scientist",13,140000,"UK","Welsh",0
"3816",33,"Female",1,"Human Resources Manager",6,75000,"Canada","White",0
"3817",27,"Male",0,"Sales Associate",2,35000,"Australia","Australian",0
"3818",38,"Female",2,"Marketing Manager",10,110000,"USA","African American",0
"3819",29,"Male",1,"Software Engineer",NA,65000,"Australia","Asian",0
"3820",46,"Male",3,"Data Scientist",18,NA,"Australia","White",0
"3821",26,"Female",1,"Software Developer",1,35000,"USA","Asian",0
"3822",39,"Female",2,"Human Resources Manager",11,120000,"Canada","Black",0
"3823",32,"Male",1,"Operations Manager",6,75000,"USA","Asian",0
"3824",28,"Female",0,"Sales Associate",NA,30000,"Australia","Australian",0
"3825",43,"Male",3,"Data Scientist",16,160000,"Australia","White",0
"3826",27,"Male",1,"Software Developer",3,60000,"Canada","Asian",0
"3827",35,"Female",2,"Marketing Coordinator",NA,85000,"UK","Asian",0
"3828",30,"Male",1,"Operations Manager",5,NA,"Australia","Australian",0
"3829",26,"Female",2,"Human Resources Coordinator",3,50000,"USA","White",0
"3830",41,"Male",3,"Data Scientist",NA,140000,"Australia","Asian",0
"3831",33,"Female",1,"Human Resources Manager",6,75000,"Canada","Asian",0
"3832",27,"Male",0,"Sales Associate",2,NA,"Canada","Asian",0
"3833",38,"Female",2,"Marketing Manager",10,110000,"UK","Welsh",0
"3834",29,"Male",1,"Software Engineer",4,65000,"UK","White",0
"3835",46,"Male",3,"Data Scientist",NA,180000,"UK","Asian",0
"3836",26,"Female",1,"Software Developer",1,35000,"Australia","White",0
"3837",39,"Female",2,"Human Resources Manager",11,120000,"UK","Asian",0
"3838",32,"Male",1,"Operations Manager",6,75000,"USA","African American",0
"3839",28,"Female",0,"Sales Associate",1,30000,"UK","Welsh",0
"3840",43,"Male",3,"Data Scientist",16,160000,"UK","Welsh",0
"3841",27,"Male",1,"Software Developer",3,60000,"China","Chinese",0
"3842",35,"Female",2,"Marketing Coordinator",8,85000,"China","White",0
"3843",30,"Male",1,"Operations Manager",5,70000,"China","Chinese",0
"3844",26,"Female",2,"Human Resources Coordinator",NA,50000,"Canada","Black",0
"3845",41,"Male",3,"Data Scientist",13,140000,"Canada","Black",0
"3846",33,"Female",1,"Human Resources Manager",6,75000,"Australia","Australian",0
"3847",27,"Male",0,"Sales Associate",2,35000,"Australia","Asian",0
"3848",38,"Female",2,"Marketing Manager",10,110000,"Canada","Black",0
"3849",29,"Male",1,"Software Engineer",4,65000,"China","Chinese",0
"3850",46,"Male",3,"Data Scientist",18,180000,"UK","Asian",0
"3851",26,"Female",1,"Software Developer",1,35000,"Canada","White",0
"3852",39,"Female",2,"Human Resources Manager",11,120000,"China","Korean",0
"3853",32,"Male",1,"Operations Manager",6,75000,"USA","Asian",0
"3854",28,"Female",0,"Sales Associate",1,30000,"USA","African American",0
"3855",43,"Male",3,"NaN",16,160000,"Canada","Asian",0
"3856",27,"Male",1,"Software Developer",3,60000,"UK","Asian",0
"3857",35,"Female",2,"Marketing Coordinator",8,85000,"UK","Welsh",0
"3858",30,"Male",1,"Operations Manager",5,70000,"UK","Welsh",0
"3859",26,"Female",2,"Human Resources Coordinator",3,50000,"China","White",0
"3860",41,"Male",3,"Data Scientist",NA,140000,"Canada","Black",0
"3861",33,"Female",1,"Human Resources Manager",6,75000,"Canada","White",0
"3862",27,"Male",0,"Sales Associate",2,35000,"UK","White",0
"3863",38,"Female",2,"Marketing Manager",NA,110000,"UK","Mixed",0
"3864",29,"Male",1,"Software Engineer",4,65000,"Canada","Asian",0
"3865",46,"Male",3,"Data Scientist",18,180000,"China","White",0
"3866",26,"Female",1,"Software Developer",1,35000,"Australia","White",0
"3867",39,"Female",2,"Human Resources Manager",11,120000,"Australia","Australian",0
"3868",32,"Male",1,"Operations Manager",6,75000,"Canada","Black",0
"3869",28,"Female",0,"Sales Associate",1,30000,"Canada","White",0
"3870",43,"Male",3,"Data Scientist",16,160000,"Australia","White",0
"3871",27,"Male",1,"Software Developer",3,60000,"China","Korean",0
"3872",24,"Male",1,"Software Engineer",NA,NA,"Canada","Asian",0
"3873",32,"Female",2,"Marketing Manager",NA,90000,"UK","Asian",0
"3874",45,"Male",3,"Data Scientist",16,160000,"Australia","Asian",0
"3875",28,"Female",1,"Human Resources Coordinator",4,60000,"Canada","White",0
"3876",22,"Male",0,"Sales Associate",1,25000,"USA","African American",0
"3877",29,"Female",2,"Software Developer",5,70000,"Australia","Asian",0
"3878",36,"Male",1,"Operations Manager",8,1e+05,"Australia","Asian",0
"3879",27,"Female",1,"Marketing Coordinator",3,45000,"UK","Asian",0
"3880",42,"Male",3,"Data Scientist",14,140000,"Australia","Asian",0
"3881",34,"Female",1,"Human Resources Manager",6,75000,"Canada","Black",0
"3882",25,"Male",0,"Sales Associate",2,NA,"USA","African American",0
"3883",39,"Female",2,"Marketing Manager",11,120000,"Canada","Black",0
"3884",30,"Male",1,"Software Engineer",4,65000,"Canada","White",0
"3885",47,"Male",3,"Data Scientist",19,190000,"Australia","Australian",0
"3886",25,"Female",1,"Software Developer",1,35000,"China","Korean",0
"3887",40,"Female",2,"Human Resources Manager",12,130000,"China","Chinese",0
"3888",33,"Male",1,"Operations Manager",7,NA,"Australia","Asian",0
"3889",29,"Female",0,"Sales Associate",1,25000,"Australia","Asian",0
"3890",44,"Male",3,"Data Scientist",15,150000,"China","White",0
"3891",28,"Male",1,"Software Developer",3,60000,"Australia","Australian",0
"3892",36,"Female",2,"Marketing Coordinator",9,NA,"USA","Asian",0
"3893",31,"Male",1,"Operations Manager",6,75000,"Canada","White",0
"3894",27,"Female",2,"Human Resources Coordinator",NA,50000,"Australia","White",0
"3895",42,"Male",3,"Data Scientist",14,140000,"China","Korean",0
"3896",34,"Female",1,"Human Resources Manager",NA,NA,"Canada","Black",0
"3897",26,"Male",0,"Sales Associate",2,30000,"China","Chinese",0
"3898",39,"Female",2,"Marketing Manager",11,120000,"UK","White",0
"3899",30,"Male",1,"Software Engineer",4,65000,"China","Korean",0
"3900",47,"Male",3,"Data Scientist",NA,190000,"Australia","White",0
"3901",25,"Female",1,"Software Developer",NA,35000,"Australia","Australian",0
"3902",40,"Female",2,"Human Resources Manager",12,130000,"China","White",0
"3903",33,"Male",1,"Operations Manager",7,85000,"UK","Welsh",0
"3904",29,"Female",0,"Sales Associate",1,25000,"Australia","Australian",0
"3905",44,"Male",3,"Data Scientist",15,150000,"Canada","White",0
"3906",28,"Male",1,"Software Developer",3,60000,"China","Chinese",0
"3907",36,"Female",2,"Marketing Coordinator",9,1e+05,"China","Chinese",0
"3908",31,"Male",1,"Operations Manager",6,75000,"USA","Asian",0
"3909",27,"Female",2,"Human Resources Coordinator",3,50000,"USA","Hispanic",0
"3910",42,"Male",3,"Data Scientist",14,140000,"Canada","White",0
"3911",34,"Female",1,"Human Resources Manager",6,75000,"Australia","White",0
"3912",26,"Male",0,"NaN",2,30000,"USA","White",0
"3913",39,"Female",2,"Marketing Manager",11,120000,"China","Korean",0
"3914",30,"Male",1,"Software Engineer",4,65000,"China","White",0
"3915",47,"Male",3,"Data Scientist",19,190000,"Australia","Australian",0
"3916",25,"Female",1,"Software Developer",1,35000,"Australia","Asian",0
"3917",40,"Female",2,"Human Resources Manager",12,130000,"China","Chinese",0
"3918",33,"Male",1,"Operations Manager",7,NA,"Canada","Asian",0
"3919",29,"Female",0,"Sales Associate",1,25000,"Canada","Asian",0
"3920",44,"Male",3,"Data Scientist",NA,150000,"China","White",0
"3921",28,"Male",1,"Software Developer",3,60000,"USA","Hispanic",0
"3922",36,"Female",2,"Marketing Coordinator",9,1e+05,"UK","Asian",0
"3923",31,"Male",1,"Operations Manager",6,75000,"China","Korean",0
"3924",27,"Female",2,"Human Resources Coordinator",3,50000,"Canada","Black",0
"3925",42,"Male",3,"Data Scientist",14,140000,"Canada","Black",0
"3926",34,"Female",1,"Human Resources Manager",6,75000,"USA","Asian",0
"3927",26,"Male",0,"Sales Associate",2,30000,"Australia","Australian",0
"3928",39,"Female",2,"Marketing Manager",11,120000,"USA","Hispanic",0
"3929",30,"Male",1,"Software Engineer",4,65000,"UK","Asian",0
"3930",47,"Male",3,"Data Scientist",19,190000,"Canada","Asian",0
"3931",25,"Female",1,"Software Developer",1,35000,"USA","Hispanic",0
"3932",40,"Female",2,"Human Resources Manager",12,130000,"UK","White",0
"3933",33,"Male",1,"Operations Manager",7,85000,"Canada","Asian",0
"3934",29,"Female",0,"Sales Associate",1,25000,"UK","White",0
"3935",44,"Male",3,"Data Scientist",15,150000,"USA","African American",0
"3936",28,"Male",1,"Software Developer",3,60000,"China","White",0
"3937",36,"Female",2,"Marketing Coordinator",9,1e+05,"USA","White",0
"3938",31,"Male",1,"Operations Manager",6,75000,"Australia","Asian",0
"3939",27,"Female",2,"Human Resources Coordinator",3,50000,"Australia","Australian",0
"3940",42,"Male",3,"Data Scientist",14,140000,"USA","White",0
"3941",34,"Female",1,"Human Resources Manager",6,75000,"Canada","Black",0
"3942",26,"Male",0,"Sales Associate",NA,30000,"Australia","Australian",0
"3943",39,"Female",2,"Marketing Manager",NA,120000,"USA","White",0
"3944",30,"Male",1,"Software Engineer",4,65000,"UK","Mixed",0
"3945",47,"Male",3,"Data Scientist",19,190000,"Canada","Asian",0
"3946",25,"Female",1,"Software Developer",1,35000,"Canada","Asian",0
"3947",40,"Female",2,"Human Resources Manager",12,130000,"China","Korean",0
"3948",33,"Male",1,"Operations Manager",NA,85000,"USA","White",0
"3949",29,"Female",0,"Sales Associate",1,25000,"Australia","Australian",0
"3950",44,"Male",3,"NaN",15,150000,"USA","Hispanic",0
"3951",28,"Male",1,"Software Developer",3,60000,"Australia","White",0
"3952",36,"Female",2,"Marketing Coordinator",9,1e+05,"Canada","Asian",0
"3953",31,"Male",1,"Operations Manager",6,NA,"Australia","Australian",0
"3954",27,"Female",2,"Human Resources Coordinator",3,50000,"USA","White",0
"3955",42,"Male",3,"Data Scientist",14,140000,"Canada","Black",0
"3956",34,"Female",1,"Human Resources Manager",NA,75000,"UK","Asian",0
"3957",26,"Male",0,"Sales Associate",2,30000,"USA","African American",0
"3958",39,"Female",2,"Marketing Manager",11,120000,"China","Chinese",0
"3959",30,"Male",1,"Software Engineer",4,65000,"China","Chinese",0
"3960",47,"Male",3,"Data Scientist",19,190000,"UK","White",0
"3961",25,"Female",1,"NaN",1,35000,"UK","Asian",0
"3962",40,"Female",2,"Human Resources Manager",12,130000,"USA","White",0
"3963",33,"Male",1,"Operations Manager",7,85000,"UK","Welsh",0
"3964",29,"Female",0,"Sales Associate",1,25000,"USA","White",0
"3965",44,"Male",3,"Data Scientist",15,150000,"Australia","Australian",0
"3966",28,"Male",1,"Software Developer",3,60000,"China","Chinese",0
"3967",36,"Female",2,"Marketing Coordinator",9,NA,"USA","Asian",0
"3968",31,"Male",1,"Operations Manager",6,75000,"China","Chinese",0
"3969",27,"Female",2,"Human Resources Coordinator",3,50000,"Australia","Australian",0
"3970",42,"Male",3,"NaN",14,140000,"Australia","White",0
"3971",34,"Female",1,"Human Resources Manager",6,75000,"China","Korean",0
"3972",26,"Male",0,"Sales Associate",2,30000,"UK","Welsh",0
"3973",39,"Female",2,"Marketing Manager",11,120000,"China","White",0
"3974",30,"Male",1,"Software Engineer",4,65000,"China","White",0
"3975",47,"Male",3,"Data Scientist",19,190000,"Australia","White",0
"3976",25,"Female",1,"Software Developer",1,35000,"Australia","White",0
"3977",40,"Female",2,"Human Resources Manager",12,130000,"UK","Asian",0
"3978",33,"Male",1,"Operations Manager",7,85000,"USA","Asian",0
"3979",29,"Female",0,"Sales Associate",1,25000,"USA","African American",0
"3980",44,"Male",3,"Data Scientist",NA,150000,"Australia","White",0
"3981",28,"Male",1,"Software Developer",3,60000,"UK","Mixed",0
"3982",36,"Female",2,"Marketing Coordinator",9,1e+05,"China","Chinese",0
"3983",31,"Male",1,"Operations Manager",NA,NA,"USA","White",0
"3984",27,"Female",2,"Human Resources Coordinator",3,50000,"Australia","Asian",0
"3985",42,"Male",3,"Data Scientist",14,140000,"USA","African American",0
"3986",34,"Female",1,"Human Resources Manager",6,75000,"China","Chinese",0
"3987",26,"Male",0,"Sales Associate",2,30000,"Canada","White",0
"3988",39,"Female",2,"Marketing Manager",11,120000,"USA","African American",0
"3989",30,"Male",1,"Software Engineer",4,65000,"USA","Asian",0
"3990",47,"Male",3,"Data Scientist",NA,190000,"Australia","White",0
"3991",25,"Female",1,"Software Developer",1,35000,"Canada","White",0
"3992",40,"Female",2,"Human Resources Manager",12,130000,"China","White",0
"3993",33,"Male",1,"NaN",7,85000,"Australia","Asian",0
"3994",29,"Female",0,"Sales Associate",1,25000,"USA","White",0
"3995",44,"Male",3,"Data Scientist",NA,150000,"USA","African American",0
"3996",28,"Male",1,"Software Developer",3,NA,"China","Korean",0
"3997",31,"Male",1,"Software Engineer",5,80000,"UK","Mixed",0
"3998",27,"Female",2,"Marketing Manager",3,60000,"UK","White",0
"3999",38,"Male",3,"Data Scientist",12,NA,"China","Korean",0
"4000",29,"Female",1,"Human Resources Coordinator",2,45000,"China","Chinese",0
"4001",23,"Male",0,"Sales Associate",NA,25000,"USA","Asian",0
"4002",32,"Female",2,"Software Developer",7,90000,"USA","African American",0
"4003",44,"Male",1,"Operations Manager",18,170000,"USA","Hispanic",0
"4004",26,"Female",1,"Marketing Coordinator",2,40000,"Canada","Asian",0
"4005",40,"Male",3,"Data Scientist",15,150000,"UK","Mixed",0
"4006",33,"Female",1,"NaN",8,95000,"Australia","Australian",0
"4007",24,"Male",0,"Sales Associate",1,25000,"USA","Hispanic",0
"4008",35,"Female",2,"Marketing Manager",10,NA,"Canada","Asian",0
"4009",29,"Male",1,"Software Engineer",4,70000,"Australia","Australian",0
"4010",49,"Male",3,"Data Scientist",22,220000,"UK","White",0
"4011",26,"Female",1,"Software Developer",2,35000,"USA","African American",0
"4012",41,"Female",2,"Human Resources Manager",13,140000,"China","Chinese",0
"4013",36,"Male",1,"Operations Manager",9,110000,"UK","Asian",0
"4014",28,"Female",0,"Sales Associate",1,25000,"China","White",0
"4015",43,"Male",3,"Data Scientist",16,160000,"USA","White",0
"4016",29,"Male",1,"Software Developer",5,80000,"UK","White",0
"4017",39,"Female",2,"Marketing Coordinator",11,120000,"Canada","Black",0
"4018",32,"Male",1,"Operations Manager",6,90000,"UK","Asian",0
"4019",28,"Female",2,"Human Resources Coordinator",2,45000,"USA","Asian",0
"4020",40,"Male",3,"Data Scientist",15,150000,"UK","Welsh",0
"4021",33,"Female",1,"Human Resources Manager",8,95000,"USA","Hispanic",0
"4022",24,"Male",0,"Sales Associate",1,25000,"UK","Asian",0
"4023",35,"Female",2,"Marketing Manager",10,110000,"Australia","White",0
"4024",29,"Male",1,"NaN",4,70000,"UK","Mixed",0
"4025",49,"Male",3,"Data Scientist",22,220000,"UK","Mixed",0
"4026",26,"Female",1,"NaN",2,35000,"USA","Asian",0
"4027",41,"Female",2,"Human Resources Manager",13,140000,"Australia","White",0
"4028",36,"Male",1,"Operations Manager",9,110000,"China","Korean",0
"4029",28,"Female",0,"Sales Associate",1,25000,"China","Chinese",0
"4030",43,"Male",3,"Data Scientist",16,160000,"UK","Welsh",0
"4031",29,"Male",1,"Software Developer",5,80000,"China","Chinese",0
"4032",39,"Female",2,"Marketing Coordinator",11,120000,"China","Korean",0
"4033",32,"Male",1,"Operations Manager",6,90000,"Australia","Australian",0
"4034",28,"Female",2,"Human Resources Coordinator",2,NA,"USA","Hispanic",0
"4035",40,"Male",3,"Data Scientist",15,150000,"USA","Asian",0
"4036",33,"Female",1,"NaN",8,95000,"Canada","Asian",0
"4037",24,"Male",0,"Sales Associate",1,NA,"Australia","Australian",0
"4038",35,"Female",2,"Marketing Manager",NA,110000,"Australia","Asian",0
"4039",29,"Male",1,"Software Engineer",4,70000,"Canada","Asian",0
"4040",49,"Male",3,"Data Scientist",22,220000,"China","White",0
"4041",26,"Female",1,"Software Developer",2,35000,"China","Chinese",0
"4042",41,"Female",2,"NaN",13,NA,"USA","African American",0
"4043",36,"Male",1,"Operations Manager",9,110000,"USA","African American",0
"4044",28,"Female",0,"Sales Associate",1,25000,"Australia","Asian",0
"4045",43,"Male",3,"Data Scientist",16,160000,"Australia","Australian",0
"4046",29,"Male",1,"NaN",5,80000,"China","White",0
"4047",39,"Female",2,"Marketing Coordinator",NA,120000,"USA","Hispanic",0
"4048",32,"Male",1,"Operations Manager",6,90000,"USA","African American",0
"4049",28,"Female",2,"Human Resources Coordinator",NA,45000,"Australia","Australian",0
"4050",40,"Male",3,"Data Scientist",15,150000,"Australia","Australian",0
"4051",33,"Female",1,"Human Resources Manager",NA,95000,"UK","White",0
"4052",24,"Male",0,"Sales Associate",1,25000,"Canada","Asian",0
"4053",35,"Female",2,"NaN",10,110000,"UK","Welsh",0
"4054",29,"Male",1,"Software Engineer",4,70000,"China","Chinese",0
"4055",49,"Male",3,"Data Scientist",22,220000,"Australia","Asian",0
"4056",26,"Female",1,"Software Developer",2,35000,"Australia","Asian",0
"4057",41,"Female",2,"Human Resources Manager",13,140000,"UK","Asian",0
"4058",36,"Male",1,"Operations Manager",9,110000,"Australia","Asian",0
"4059",28,"Female",0,"NaN",1,25000,"UK","White",0
"4060",43,"Male",3,"Data Scientist",16,160000,"UK","Mixed",0
"4061",29,"Male",1,"Software Developer",5,80000,"Australia","Australian",0
"4062",39,"Female",2,"Marketing Coordinator",NA,120000,"China","Chinese",0
"4063",32,"Male",1,"Operations Manager",6,90000,"USA","White",0
"4064",28,"Female",2,"NaN",2,NA,"USA","White",0
"4065",40,"Male",3,"Data Scientist",15,150000,"Canada","Asian",0
"4066",33,"Female",1,"Human Resources Manager",8,95000,"China","Chinese",0
"4067",24,"Male",0,"Sales Associate",1,25000,"Canada","Black",0
"4068",35,"Female",2,"Marketing Manager",10,110000,"USA","White",0
"4069",29,"Male",1,"Software Engineer",4,70000,"China","White",0
"4070",49,"Male",3,"Data Scientist",NA,220000,"Canada","White",0
"4071",26,"Female",1,"Software Developer",2,35000,"China","White",0
"4072",41,"Female",2,"NaN",13,140000,"USA","Hispanic",0
"4073",36,"Male",1,"Operations Manager",9,110000,"USA","Hispanic",0
"4074",28,"Female",0,"Sales Associate",1,25000,"USA","African American",0
"4075",43,"Male",3,"Data Scientist",NA,160000,"Canada","Black",0
"4076",29,"Male",1,"Software Developer",5,80000,"Australia","Australian",0
"4077",39,"Female",2,"Marketing Coordinator",11,120000,"China","Chinese",0
"4078",32,"Male",1,"Operations Manager",6,NA,"China","White",0
"4079",28,"Female",2,"Human Resources Coordinator",NA,45000,"China","Korean",0
"4080",40,"Male",3,"Data Scientist",15,150000,"USA","African American",0
"4081",33,"Female",1,"NaN",8,95000,"Canada","White",0
"4082",24,"Male",0,"Sales Associate",1,25000,"USA","Asian",0
"4083",35,"Female",2,"Marketing Manager",10,110000,"USA","Hispanic",0
"4084",29,"Male",1,"Software Engineer",4,70000,"USA","Asian",0
"4085",49,"Male",3,"Data Scientist",22,220000,"USA","Hispanic",0
"4086",26,"Female",1,"Software Developer",2,35000,"Canada","Asian",0
"4087",41,"Female",2,"Human Resources Manager",13,140000,"USA","White",0
"4088",36,"Male",1,"Operations Manager",9,110000,"UK","Mixed",0
"4089",28,"Female",0,"Sales Associate",1,25000,"Canada","Asian",0
"4090",43,"Male",3,"Data Scientist",16,160000,"China","White",0
"4091",29,"Male",1,"Software Developer",5,80000,"Australia","Asian",0
"4092",39,"Female",2,"Marketing Coordinator",11,120000,"China","Korean",0
"4093",32,"Male",1,"Operations Manager",6,90000,"China","White",0
"4094",28,"Female",2,"Human Resources Coordinator",NA,45000,"Australia","White",0
"4095",40,"Male",3,"Data Scientist",15,150000,"USA","Hispanic",0
